#	Genome_ID	Similarity_score	p-value
86673	SRR12375771	99.63640	0.01412
24131	GCA_003195315.1	89.19075	0.03124
86037	ERR712505	87.90933	0.03447
21026	GCA_000412575.2	87.73033	0.03494
23501	GCA_002857385.1	87.39250	0.03586
23473	GCA_002856715.1	87.30478	0.03610
98746	SRR11187851	86.48989	0.03843
23451	GCA_002856065.1	86.48235	0.03845
53768	GCA_010603545.1	86.41214	0.03866
4125	GCA_010587045.1	86.31765	0.03894
23445	GCA_002855935.1	86.10209	0.03959
102221	SRR13312490	86.04557	0.03976
102222	SRR13312491	86.04557	0.03976
102223	SRR13312492	86.04557	0.03976
102224	SRR13312493	86.04557	0.03976
102225	SRR13312494	86.04557	0.03976
102226	SRR13312496	86.04557	0.03976
102227	SRR13312497	86.04557	0.03976
102228	SRR13312498	86.04557	0.03976
102229	SRR13312501	86.04557	0.03976
102230	SRR13312504	86.04557	0.03976
102231	SRR13312507	86.04557	0.03976
102232	SRR13312508	86.04557	0.03976
102233	SRR13312509	86.04557	0.03976
102234	SRR13312510	86.04557	0.03976
102235	SRR13312511	86.04557	0.03976
102236	SRR13312513	86.04557	0.03976
102237	SRR13312515	86.04557	0.03976
105271	SRR5580756	86.04557	0.03976
53512	GCA_009912015.1	86.03902	0.03978
39364	GCA_004352055.1	85.96550	0.04001
39379	GCA_004352485.1	85.79510	0.04054
52228	GCA_008040525.1	85.78481	0.04057
52229	GCA_008040555.1	85.78481	0.04057
53609	GCA_010364445.1	85.78481	0.04057
53614	GCA_010364545.1	85.78481	0.04057
53890	GCA_011023595.1	85.78481	0.04057
55669	GCA_014696415.1	85.78481	0.04057
55670	GCA_014696535.1	85.78481	0.04057
55672	GCA_014696835.1	85.78481	0.04057
56054	GCA_015272895.1	85.78481	0.04057
56055	GCA_015272955.1	85.78481	0.04057
56056	GCA_015272965.1	85.78481	0.04057
56057	GCA_015272975.1	85.78481	0.04057
56058	GCA_015273015.1	85.78481	0.04057
56059	GCA_015273035.1	85.78481	0.04057
57893	GCA_015713245.1	85.78481	0.04057
57956	GCA_015714505.1	85.78481	0.04057
60136	GCA_017698555.1	85.78481	0.04057
60605	GCA_018165115.1	85.78481	0.04057
61961	GCA_018995105.1	85.78481	0.04057
65095	GCA_900097405.1	85.78481	0.04057
65122	GCA_900097675.1	85.78481	0.04057
65143	GCA_900097885.1	85.78481	0.04057
91473	ERR1512850	85.78481	0.04057
91699	ERR1592274	85.78481	0.04057
91716	ERR1592301	85.78481	0.04057
94271	ERR2639499	85.78481	0.04057
94592	ERR2919974	85.78481	0.04057
94593	ERR2919976	85.78481	0.04057
94598	ERR2919983	85.78481	0.04057
94599	ERR2919984	85.78481	0.04057
95339	ERR4656819	85.78481	0.04057
96033	ERR5052518	85.78481	0.04057
96036	ERR5052521	85.78481	0.04057
98845	SRR11278527	85.78481	0.04057
98874	SRR11278556	85.78481	0.04057
99068	SRR11612769	85.78481	0.04057
99676	SRR12078818	85.78481	0.04057
100650	SRR12472804	85.78481	0.04057
101336	SRR12952292	85.78481	0.04057
103588	SRR2124621	85.67190	0.04092
76484	ERR5056511	85.66963	0.04093
83983	SRR7588841	85.65775	0.04097
83985	SRR7588845	85.65775	0.04097
76544	ERR5056611	85.64143	0.04102
83978	SRR7588834	85.62969	0.04106
76413	ERR5056348	85.62676	0.04106
76963	ERR6294210	85.62676	0.04106
76394	ERR5056325	85.61830	0.04109
82918	SRR5165558	85.61796	0.04109
76487	ERR5056515	85.61775	0.04109
78025	SRR10694524	85.61775	0.04109
76941	ERR6294095	85.61521	0.04110
76541	ERR5056606	85.61223	0.04111
76512	ERR5056555	85.60915	0.04112
82543	SRR4115190	85.60657	0.04113
94813	ERR3722864	85.60525	0.04113
76381	ERR5056306	85.60308	0.04114
81925	SRR14986330	85.60308	0.04114
83977	SRR7588833	85.60308	0.04114
76557	ERR5056638	85.60065	0.04115
76452	ERR5056467	85.59758	0.04116
83981	SRR7588839	85.59723	0.04116
76411	ERR5056345	85.59484	0.04117
76510	ERR5056551	85.59484	0.04117
76423	ERR5056386	85.59166	0.04118
65820	GCA_900458235.1	85.58101	0.04121
76859	ERR6293569	85.57411	0.04123
76861	ERR6293576	85.57137	0.04124
